,Company,TypeName,Inches,Ram,OpSys,Weight,Price,Resolution_Width,Resolution_Height,CPU Brand,CPU Series,CPU Frequency,Storage Capacity,Storage Type,Gpu_Brand,Gpu_Model
1186,Dell,2 in 1 Convertible,15.6,16,Windows 10,2.09,62817.12,1920.0,1080.0,Intel,Core i7 7500U,2.7,512,SSD,Intel,HD Graphics 620
1187,Acer,Notebook,15.6,4,Windows 10,2.23,36816.48,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Nvidia,GeForce 940MX
1188,Dell,Ultrabook,13.3,8,Linux,1.23,58554.72,3200.0,1800.0,Intel,Core i5 6300U,2.4,256,SSD,Intel,HD Graphics 520
1189,Acer,Gaming,17.3,16,Windows 10,4.2,138474.72,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1256,Hybrid,Nvidia,GeForce GTX 1070
1190,Lenovo,Gaming,15.6,8,Windows 10,2.4,43636.32,1920.0,1080.0,Intel,Core i5 7300HQ,2.5,1000,HDD,Nvidia,GeForce GTX 1050
1191,Samsung,2 in 1 Convertible,12.3,4,Chrome OS,1.15,35111.52,2400.0,1600.0,Samsung,Cortex A72&A53,2.0,32,Flash Storage,ARM,Mali T860 MP4
1192,HP,Notebook,15.6,4,Windows 10,1.86,25840.8,1366.0,768.0,Intel,Core i5 7200U,2.5,500,HDD,Intel,HD Graphics 620
1193,Apple,Ultrabook,12.0,8,Mac OS X,0.92,61964.64,2304.0,1440.0,Intel,Core M,1.1,256,Flash Storage,Intel,HD Graphics 5300
1194,Dell,2 in 1 Convertible,13.3,8,Windows 10,1.6,63882.72,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
1195,HP,Notebook,15.6,12,Windows 10,2.21,70702.56,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1128,Hybrid,Nvidia,GeForce GTX 1050
1196,Lenovo,Notebook,15.6,4,No OS,1.9,19607.04,1366.0,768.0,Intel,Core i3 6006U,2,1000,HDD,AMD,Radeon R5 M430
1197,Asus,Gaming,17.3,16,Windows 10,4.3,114552.0,1920.0,1080.0,Intel,Core i7 6700HQ,2.6,1512,Hybrid,Nvidia,GeForce GTX 980M
1198,Acer,Notebook,15.6,4,Linux,2.1,14492.16,1366.0,768.0,Intel,Celeron Dual Core N3350,2,1000,HDD,Intel,HD Graphics 500
1199,MSI,Gaming,17.3,16,Windows 10,2.43,109165.392,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1256,Hybrid,Nvidia,GeForce GTX 1060
1200,Dell,Notebook,15.6,4,Windows 10,2.3,26586.72,1366.0,768.0,Intel,Core i3 6006U,2.0,128,SSD,AMD,Radeon R7 M440
1201,Lenovo,Notebook,15.6,8,No OS,2.2,33513.119999999995,1366.0,768.0,Intel,Core i7 6500U,2.5,500,HDD,Nvidia,GeForce 920MX
1202,Dell,2 in 1 Convertible,15.6,16,Windows 10,2.0,68464.8,1920.0,1080.0,Intel,Core i7 8550U,1.8,512,SSD,Intel,UHD Graphics 620
1203,Dell,Ultrabook,13.3,16,Windows 10,1.2,142790.4,3200.0,1800.0,Intel,Core i7 7500U,2.7,512,SSD,Intel,HD Graphics 620
1204,Asus,Gaming,15.6,8,Windows 10,2.2,62284.32,1920.0,1080.0,Intel,Core i7 6700HQ,2.6,1000,HDD,Nvidia,GeForce GTX 1060
1205,Dell,Notebook,15.6,8,Windows 10,2.36,47365.92,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,AMD,Radeon R7 M445
1206,HP,Notebook,15.6,8,Windows 10,1.91,30849.12,1366.0,768.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
1207,Lenovo,Notebook,15.6,4,Windows 10,2.2,15930.72,1366.0,768.0,AMD,E-Series 9000,2.2,500,HDD,AMD,Radeon R2 Graphics
1208,Acer,Notebook,17.3,8,Windows 10,3.3,33513.119999999995,1600.0,900.0,Intel,Core i3 6006U,2.0,1000,HDD,Nvidia,GeForce 940MX
1209,Asus,Gaming,15.6,16,Windows 10,2.2,130482.72,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1256,Hybrid,Nvidia,GeForce GTX 1070
1210,Apple,Ultrabook,12.0,8,Mac OS X,0.92,68145.12,2304.0,1440.0,Intel,Core M,1.2,512,Flash Storage,Intel,HD Graphics 515
1211,Asus,Notebook,15.6,16,Windows 10,2.2,93186.72,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1128,Hybrid,Nvidia,GeForce GTX 1060
1212,MSI,Gaming,17.3,16,Windows 10,2.43,103842.1872,1920.0,1080.0,Intel,Core i7 6700HQ,2.6,1256,Hybrid,Nvidia,GeForce GTX 1060
1213,Dell,2 in 1 Convertible,15.6,8,Windows 10,2.191,53226.72,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
1214,Asus,Gaming,17.3,16,Windows 10,2.9,103842.72,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1256,Hybrid,Nvidia,GeForce GTX 1060
1215,Acer,Netbook,11.6,2,Chrome OS,1.3,9270.72,1366.0,768.0,Intel,Celeron Dual Core 3205U,1.5,32,SSD,Intel,HD Graphics
1216,Acer,Notebook,17.3,4,Windows 10,3.3,31861.44,1600.0,900.0,Intel,Core i3 6006U,2,1000,HDD,Nvidia,GeForce 940MX
1217,Lenovo,Notebook,17.3,8,No OS,2.8,28717.92,1600.0,900.0,Intel,Core i5 7200U,2.5,1000,HDD,Intel,HD Graphics 620
1218,Lenovo,Gaming,15.6,8,Windows 10,2.6,67772.16,1920.0,1080.0,Intel,Core i7 6700HQ,2.6,1128,Hybrid,Nvidia,GeForce GTX 960<U+039C>
1219,Acer,2 in 1 Convertible,14.0,8,Windows 10,1.2,61218.72,1920.0,1080.0,Intel,Core i7 7Y75,1.3,256,SSD,Intel,HD Graphics 615
1220,Lenovo,Notebook,15.6,8,Windows 10,2.3,81465.12,1920.0,1080.0,Intel,Core i7 6600U,2.6,256,SSD,Intel,HD Graphics 520
1221,MSI,Gaming,15.6,8,Windows 10,2.2,78647.1408,1920.0,1080.0,Intel,Core i7 6700HQ,2.6,1128,Hybrid,Nvidia,GeForce GTX 1060
1222,HP,Notebook,15.6,6,Windows 10,2.1,28185.12,1920.0,1080.0,AMD,A12-Series 9720P,2.7,1000,HDD,AMD,Radeon 530
1223,Dell,Ultrabook,12.5,8,Windows 7,1.26,91288.3536,1920.0,1080.0,Intel,Core i5 6300U,2.4,256,SSD,Intel,HD Graphics 520
1224,Dell,2 in 1 Convertible,15.0,4,Windows 10,2.08,27119.52,1920.0,1080.0,Intel,Core i3 7100U,2.4,500,HDD,Intel,HD Graphics 620
1225,Asus,Notebook,15.6,4,Windows 10,2.65,16463.52,1366.0,768.0,Intel,Pentium Quad Core N3710,1.6,1000,HDD,Intel,HD Graphics 405
1226,Dell,Ultrabook,13.3,8,Windows 10,1.29,78694.56,3200.0,1800.0,Intel,Core i7 7500U,2.7,256,SSD,Intel,HD Graphics 620
1227,Dell,Notebook,15.6,4,Linux,2.18,27804.7008,1366.0,768.0,Intel,Core i5 7200U,2.5,1000,HDD,Intel,HD Graphics 520
1228,Lenovo,Gaming,15.6,16,Windows 10,2.6,54825.12,1920.0,1080.0,Intel,Core i7 6700HQ,2.6,1128,Hybrid,Nvidia,GeForce GTX 960M
1229,MSI,Gaming,15.6,8,Windows 10,2.2,61218.72,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1128,Hybrid,Nvidia,GeForce GTX 1050
1230,Lenovo,Netbook,12.5,16,Windows 10,1.3,87912.0,1920.0,1080.0,Intel,Core i7 6500U,2.50,512,SSD,Intel,HD Graphics 520
1231,Razer,Gaming,14.0,16,Windows 10,1.95,186426.72,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1000,SSD,Nvidia,GeForce GTX 1060
1232,Dell,Notebook,15.6,8,Windows 10,2.3,24988.8528,1366.0,768.0,Intel,Core i3 7100U,2.4,1000,HDD,Intel,HD Graphics 620
1233,MSI,Gaming,17.3,16,Windows 10,2.7,85141.44,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1256,Hybrid,Nvidia,GeForce GTX 1060
1234,Apple,Ultrabook,11.6,4,Mac OS X,1.08,51095.52,1366.0,768.0,Intel,Core i5,1.6,256,Flash Storage,Intel,HD Graphics 6000
1235,HP,Notebook,15.6,4,Windows 10,2.1,25467.84,1920.0,1080.0,Intel,Core i3 6006U,2,1000,HDD,Intel,HD Graphics 520
1236,HP,Ultrabook,14.0,8,Windows 7,1.54,117119.5632,2560.0,1440.0,Intel,Core i7 6500U,2.5,256,SSD,Intel,HD Graphics 520
1237,Dell,Notebook,15.6,4,Windows 7,2.24,39267.36,1366.0,768.0,Intel,Core i5 6200U,2.3,500,HDD,Intel,HD Graphics 520
1238,MSI,Gaming,15.6,8,Windows 10,2.3,62284.32,1920.0,1080.0,Intel,Core i7 6700HQ,2.6,1128,Hybrid,Nvidia,GeForce GTX 960M
1239,Lenovo,Notebook,13.3,16,Windows 10,1.4,79866.72,1920.0,1080.0,Intel,Core i7 7500U,2.7,512,SSD,Intel,HD Graphics 620
1240,Lenovo,Notebook,15.6,6,Windows 10,2.2,31838.5296,1920.0,1080.0,AMD,A12-Series 9720P,3.6,256,SSD,AMD,Radeon 530
1241,Asus,Ultrabook,13.3,8,Windows 10,1.45,68198.4,1920.0,1080.0,Intel,Core i7 6500U,2.5,256,SSD,Intel,HD Graphics 520
1242,Acer,Notebook,15.6,4,Linux,2.4,19276.704,1366.0,768.0,Intel,Core i3 6006U,2.0,500,HDD,Intel,HD Graphics 520
1243,Dell,2 in 1 Convertible,17.3,16,Windows 10,2.77,95850.72,1920.0,1080.0,Intel,Core i7 7500U,2.7,512,SSD,Nvidia,GeForce 940MX
1244,HP,Notebook,14.0,4,Windows 7,1.54,58607.46719999999,1920.0,1080.0,Intel,Core i5 6200U,2.3,256,SSD,Intel,HD Graphics 520
1245,Asus,Gaming,15.6,16,Windows 10,2.5,85248.0,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1256,Hybrid,Nvidia,GeForce GTX 1050 Ti
1246,Dell,Notebook,14.0,4,Windows 10,1.6,46620.0,1366.0,768.0,Intel,Core i5 7200U,2.5,500,HDD,Intel,HD Graphics 620
1247,Asus,Gaming,15.6,16,Windows 10,2.34,123876.0,1920.0,1080.0,Intel,Core i7 6700HQ,2.6,1256,Hybrid,Nvidia,GeForce GTX 1070
1248,Lenovo,Notebook,15.6,8,No OS,2.3,30529.44,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
1249,Dell,2 in 1 Convertible,13.3,8,Windows 10,1.24,96596.64,3200.0,1800.0,Intel,Core i5 7Y54,1.2,256,SSD,Intel,HD Graphics 615
1250,Dell,Notebook,15.6,4,Linux,2.2,17262.72,1366.0,768.0,Intel,Pentium Quad Core N3710,1.6,500,HDD,Intel,HD Graphics
1251,HP,Notebook,15.6,4,Windows 10,1.86,21258.72,1366.0,768.0,AMD,A6-Series 9220,2.5,500,HDD,AMD,Radeon R4 Graphics
1252,Lenovo,Notebook,15.6,6,Windows 10,2.4,30316.32,1920.0,1080.0,Intel,Core i3 6100U,2.3,128,SSD,Nvidia,GeForce 920MX
1253,Lenovo,Notebook,14.0,8,Windows 10,1.9,57116.16,1920.0,1080.0,Intel,Core i5 6200U,2.3,256,SSD,Intel,HD Graphics 520
1254,Dell,Notebook,15.6,4,Windows 10,2.2,23655.7872,1366.0,768.0,Intel,Pentium Quad Core N3700,1.6,500,HDD,Intel,HD Graphics
1255,Asus,Notebook,15.6,4,Windows 10,2.0,18061.92,1366.0,768.0,Intel,Celeron Dual Core N3350,1.1,1000,HDD,Intel,HD Graphics 500
1256,Asus,Gaming,17.3,16,Windows 10,4.0,101232.0,1920.0,1080.0,Intel,Core i7 6700HQ,2.6,1128,Hybrid,Nvidia,GeForce GTX 970M
1257,Dell,Notebook,15.6,4,Windows 10,2.29,26107.2,1366.0,768.0,Intel,Core i3 6006U,2,500,HDD,Intel,HD Graphics 520
1258,Lenovo,Notebook,15.6,8,Windows 7,2.32,47685.6,1920.0,1080.0,Intel,Core i7 6500U,2.5,1000,Hybrid,AMD,Radeon R5 M330
1259,MSI,Gaming,15.6,8,Windows 10,2.4,65481.12,1920.0,1080.0,Intel,Core i7 6700HQ,2.6,1128,Hybrid,Nvidia,GeForce GTX 960M
1260,Lenovo,2 in 1 Convertible,14.0,4,Windows 10,1.8,44382.7728,1920.0,1080.0,Intel,Core i5 6200U,2.3,128,SSD,Intel,HD Graphics 520
1261,Asus,Ultrabook,13.3,8,Windows 10,1.2,38841.12,1920.0,1080.0,Intel,Core M 6Y30,0.9,512,SSD,Intel,HD Graphics 515
1262,Dell,Notebook,15.6,6,Windows 10,2.3,24455.52,1366.0,768.0,Intel,Core i3 7100U,2.4,1000,HDD,Intel,HD Graphics 620
1263,Acer,Notebook,15.6,4,Linux,2.4,15397.92,1366.0,768.0,Intel,Celeron Dual Core N3060,1.6,500,HDD,Intel,HD Graphics 400
1264,Dell,Notebook,15.6,2,Windows 10,2.2,20193.12,1366.0,768.0,Intel,Celeron Dual Core N3050,1.6,500,HDD,Intel,HD Graphics
1265,Lenovo,Notebook,15.6,8,Windows 10,2.6,47898.72,1920.0,1080.0,Intel,Core i7 6700HQ,2.6,1000,HDD,Nvidia,GeForce GTX 960M
1266,HP,Notebook,15.6,6,Windows 10,2.04,29303.4672,1920.0,1080.0,AMD,A9-Series 9410,2.9,1000,Hybrid,AMD,Radeon R7 M440
1267,Dell,Notebook,15.6,8,Linux,2.3,42943.1472,1366.0,768.0,Intel,Core i7 7500U,2.7,1000,HDD,AMD,Radeon R5 M430
1268,HP,Netbook,11.6,2,Windows 10,1.17,11135.52,1366.0,768.0,Intel,Celeron Dual Core N3060,1.6,32,Flash Storage,Intel,HD Graphics 400
1269,Asus,Notebook,15.6,4,Windows 10,2.2,38378.6496,1366.0,768.0,Intel,Core i7 6500U,2.5,500,HDD,Nvidia,GeForce 920M
1270,Lenovo,2 in 1 Convertible,14.0,4,Windows 10,1.8,33992.64,1920.0,1080.0,Intel,Core i7 6500U,2.5,128,SSD,Intel,HD Graphics 520
1271,Lenovo,2 in 1 Convertible,13.3,16,Windows 10,1.3,79866.72,3200.0,1800.0,Intel,Core i7 6500U,2.5,512,SSD,Intel,HD Graphics 520
1272,Lenovo,Notebook,14.0,2,Windows 10,1.5,12201.12,1366.0,768.0,Intel,Celeron Dual Core N3050,1.6,64,Flash Storage,Intel,HD Graphics
1273,HP,Notebook,15.6,6,Windows 10,2.19,40705.92,1366.0,768.0,Intel,Core i7 6500U,2.5,1000,HDD,AMD,Radeon R5 M330
1274,Asus,Notebook,15.6,4,Windows 10,2.2,19660.32,1366.0,768.0,Intel,Celeron Dual Core N3050,1.6,500,HDD,Intel,HD Graphics
1275,Asus,Ultrabook,13.3,8,Windows 10,1.2,38841.12,1920.0,1080.0,Intel,Core M 6Y30,0.9,512,SSD,Intel,HD Graphics 515
1276,Dell,Notebook,15.6,6,Windows 10,2.3,24455.52,1366.0,768.0,Intel,Core i3 7100U,2.4,1000,HDD,Intel,HD Graphics 620
1277,Acer,Notebook,15.6,4,Linux,2.4,15397.92,1366.0,768.0,Intel,Celeron Dual Core N3060,1.6,500,HDD,Intel,HD Graphics 400
1278,Dell,Notebook,15.6,2,Windows 10,2.2,20193.12,1366.0,768.0,Intel,Celeron Dual Core N3050,1.6,500,HDD,Intel,HD Graphics
1279,Lenovo,Notebook,15.6,8,Windows 10,2.6,47898.72,1920.0,1080.0,Intel,Core i7 6700HQ,2.6,1000,HDD,Nvidia,GeForce GTX 960M
1280,HP,Notebook,15.6,6,Windows 10,2.04,29303.4672,1920.0,1080.0,AMD,A9-Series 9410,2.9,1000,Hybrid,AMD,Radeon R7 M440
1281,Dell,Notebook,15.6,8,Linux,2.3,42943.1472,1366.0,768.0,Intel,Core i7 7500U,2.7,1000,HDD,AMD,Radeon R5 M430
1282,HP,Netbook,11.6,2,Windows 10,1.17,11135.52,1366.0,768.0,Intel,Celeron Dual Core N3060,1.6,32,Flash Storage,Intel,HD Graphics 400
1283,Asus,Notebook,15.6,4,Windows 10,2.2,38378.6496,1366.0,768.0,Intel,Core i7 6500U,2.5,500,HDD,Nvidia,GeForce 920M
1284,Lenovo,2 in 1 Convertible,14.0,4,Windows 10,1.8,33992.64,1920.0,1080.0,Intel,Core i7 6500U,2.5,128,SSD,Intel,HD Graphics 520
1285,Lenovo,2 in 1 Convertible,13.3,16,Windows 10,1.3,79866.72,3200.0,1800.0,Intel,Core i7 6500U,2.5,512,SSD,Intel,HD Graphics 520
1286,Lenovo,Notebook,14.0,2,Windows 10,1.5,12201.12,1366.0,768.0,Intel,Celeron Dual Core N3050,1.6,64,Flash Storage,Intel,HD Graphics
1287,HP,Notebook,15.6,6,Windows 10,2.19,40705.92,1366.0,768.0,Intel,Core i7 6500U,2.5,1000,HDD,AMD,Radeon R5 M330
1288,Asus,Notebook,15.6,4,Windows 10,2.2,19660.32,1366.0,768.0,Intel,Celeron Dual Core N3050,1.6,500,HDD,Intel,HD Graphics
1289,Asus,Ultrabook,13.3,8,Windows 10,1.2,38841.12,1920.0,1080.0,Intel,Core M 6Y30,0.9,512,SSD,Intel,HD Graphics 515
1290,Dell,Notebook,15.6,6,Windows 10,2.3,24455.52,1366.0,768.0,Intel,Core i3 7100U,2.4,1000,HDD,Intel,HD Graphics 620
1291,Acer,Notebook,15.6,4,Linux,2.4,15397.92,1366.0,768.0,Intel,Celeron Dual Core N3060,1.6,500,HDD,Intel,HD Graphics 400
1292,Dell,Notebook,15.6,2,Windows 10,2.2,20193.12,1366.0,768.0,Intel,Celeron Dual Core N3050,1.6,500,HDD,Intel,HD Graphics
1293,Lenovo,Notebook,15.6,8,Windows 10,2.6,47898.72,1920.0,1080.0,Intel,Core i7 6700HQ,2.6,1000,HDD,Nvidia,GeForce GTX 960M
1294,HP,Notebook,15.6,6,Windows 10,2.04,29303.4672,1920.0,1080.0,AMD,A9-Series 9410,2.9,1000,Hybrid,AMD,Radeon R7 M440
1295,Dell,Notebook,15.6,8,Linux,2.3,42943.1472,1366.0,768.0,Intel,Core i7 7500U,2.7,1000,HDD,AMD,Radeon R5 M430
1296,HP,Netbook,11.6,2,Windows 10,1.17,11135.52,1366.0,768.0,Intel,Celeron Dual Core N3060,1.6,32,Flash Storage,Intel,HD Graphics 400
1297,Asus,Notebook,15.6,4,Windows 10,2.2,38378.6496,1366.0,768.0,Intel,Core i7 6500U,2.5,500,HDD,Nvidia,GeForce 920M
1298,Lenovo,2 in 1 Convertible,14.0,4,Windows 10,1.8,33992.64,1920.0,1080.0,Intel,Core i7 6500U,2.5,128,SSD,Intel,HD Graphics 520
1299,Lenovo,2 in 1 Convertible,13.3,16,Windows 10,1.3,79866.72,3200.0,1800.0,Intel,Core i7 6500U,2.5,512,SSD,Intel,HD Graphics 520
1300,Lenovo,Notebook,14.0,2,Windows 10,1.5,12201.12,1366.0,768.0,Intel,Celeron Dual Core N3050,1.6,64,Flash Storage,Intel,HD Graphics
1301,HP,Notebook,15.6,6,Windows 10,2.19,40705.92,1366.0,768.0,Intel,Core i7 6500U,2.5,1000,HDD,AMD,Radeon R5 M330
1302,Asus,Notebook,15.6,4,Windows 10,2.2,19660.32,1366.0,768.0,Intel,Celeron Dual Core N3050,1.6,500,HDD,Intel,HD Graphics
